"id","title","status","created","updated","tags","source_id","chapter","section","page","printed_page","archive_page","kindle_location","screenshot_file","evidence_category","confidence","claim","summary","evidence_note","limitations","creative_use","people","events","places","organizations","themes","related_fact_cards","related_questions","type","source_title","author","statement","source_note","japanese_note","cautions","verification_needed"
"FACT_HAMNETT_JUAREZ_0077","メキシコのpersonalismはclientelismとpatron-client networksを通じて現れた","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;clientelism;personalism","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 6-7","6-7","/page/6/mode/2up, Page 6 (21/323)","","スクリーンショット 2026-06-13 17.22.48.jpeg","author_interpretation","confirmed","Hamnettは、メキシコのpersonalismがclientelismと広範なpatron-client networksを通じて現れたと整理する。","Hamnettは、メキシコのpersonalismがclientelismと広範なpatron-client networksを通じて現れたと整理する。","Source note: Mexican personalismの具体形を説明する箇所。 Japanese note: 人的庇護関係を政治制度の外部ではなく、政治の実働部分として扱う。","Cautions: clientelismを単なる腐敗や非理念として処理しない。 Verification needed: no","地方政治を、私的忠誠・便宜供与・保護関係の網として描ける。","","","Mexico","","personalism;clientelism;patron-client networks","","","fact","Juárez","Brian R. Hamnett","Hamnettは、メキシコのpersonalismがclientelismと広範なpatron-client networksを通じて現れたと整理する。","Mexican personalismの具体形を説明する箇所。","人的庇護関係を政治制度の外部ではなく、政治の実働部分として扱う。","clientelismを単なる腐敗や非理念として処理しない。","no"
"FACT_HAMNETT_JUAREZ_0078","patron-client networksは正式政治制度の代替として機能した","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;patron-client-networks","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 6-7","6-7","/page/6/mode/2up, Page 6 (21/323)","","スクリーンショット 2026-06-13 17.22.48.jpeg","author_interpretation","confirmed","Hamnettは、patron-client networksが正式な政治制度の代替物として機能することが多かったと説明する。","Hamnettは、patron-client networksが正式な政治制度の代替物として機能することが多かったと説明する。","Source note: 人的ネットワークと制度の代替関係を述べる箇所。 Japanese note: 憲法や官僚制の外側で政治が動く仕組みを示す。","Cautions: 代替物という評価はHamnettの解釈として扱う。 Verification needed: no","役職名ではなく庇護関係が意思決定を左右する場面に使える。","","","Mexico","","patron-client networks;clientelism;political institutions","","","fact","Juárez","Brian R. Hamnett","Hamnettは、patron-client networksが正式な政治制度の代替物として機能することが多かったと説明する。","人的ネットワークと制度の代替関係を述べる箇所。","憲法や官僚制の外側で政治が動く仕組みを示す。","代替物という評価はHamnettの解釈として扱う。","no"
"FACT_HAMNETT_JUAREZ_0079","政治思想や運動はclientelismやcaciquesを通じて機能した","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;caciques;clientelism","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 6-7","6-7","/page/6/mode/2up, Page 6 (21/323)","","スクリーンショット 2026-06-13 17.22.48.jpeg","author_interpretation","confirmed","Hamnettは、政治思想や政治運動がclientelismやcaciquesと対立するのではなく、それらを通じて機能したと整理する。","Hamnettは、政治思想や政治運動がclientelismやcaciquesと対立するのではなく、それらを通じて機能したと整理する。","Source note: 思想・運動と地方人的支配の媒介関係を示す箇所。 Japanese note: 自由主義や連邦主義を抽象理念だけで扱わないための重要カード。","Cautions: clientelismやcaciquesを政治思想の外部に置かない。 Verification needed: no","理念を語る人物が同時に地方庇護網を使う二重性を描ける。","","","Mexico","","clientelism;caciquismo;political movements","","","fact","Juárez","Brian R. Hamnett","Hamnettは、政治思想や政治運動がclientelismやcaciquesと対立するのではなく、それらを通じて機能したと整理する。","思想・運動と地方人的支配の媒介関係を示す箇所。","自由主義や連邦主義を抽象理念だけで扱わないための重要カード。","clientelismやcaciquesを政治思想の外部に置かない。","no"
"FACT_HAMNETT_JUAREZ_0080","一部論者はMexican federalismをcaciquismoの制度化と表現した","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;mexican-federalism;caciquismo","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 6-7","6-7","/page/6/mode/2up, Page 6 (21/323)","","スクリーンショット 2026-06-13 17.22.48.jpeg","author_interpretation","uncertain","一部論者は、Mexican federalismをcaciquismoの制度化と表現したとHamnettは紹介している。","一部論者は、Mexican federalismをcaciquismoの制度化と表現したとHamnettは紹介している。","Source note: Federalismとcaciquismoを接続する評価の紹介。 Japanese note: 連邦制を自由主義制度としてのみ扱わないための留保。","Cautions: この表現を用いた論者の特定が必要。 Verification needed: yes","憲法上の連邦制と地方首領支配の重なりを描ける。","","","Mexico","","Mexican federalism;caciquismo","","","fact","Juárez","Brian R. Hamnett","一部論者は、Mexican federalismをcaciquismoの制度化と表現したとHamnettは紹介している。","Federalismとcaciquismoを接続する評価の紹介。","連邦制を自由主義制度としてのみ扱わないための留保。","この表現を用いた論者の特定が必要。","yes"
"FACT_HAMNETT_JUAREZ_0081","regional sentimentは独立以前から存在していた","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;regionalism","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 6-7","6-7","/page/6/mode/2up, Page 6 (21/323)","","スクリーンショット 2026-06-13 17.22.48.jpeg","author_interpretation","probable","Hamnettは、regional sentimentは独立以前から存在しており、内戦がそれを創出したわけではないと整理する。","Hamnettは、regional sentimentは独立以前から存在しており、内戦がそれを創出したわけではないと整理する。","Source note: Regionalismの前史を説明する箇所。 Japanese note: 地域主義を独立後の混乱だけに還元しない。","Cautions: 地域ごとの前史は個別確認が必要。 Verification needed: no","地方意識を長期的な社会的記憶として描ける。","","","Mexico","","regionalism;regional sentiment","","","fact","Juárez","Brian R. Hamnett","Hamnettは、regional sentimentは独立以前から存在しており、内戦がそれを創出したわけではないと整理する。","Regionalismの前史を説明する箇所。","地域主義を独立後の混乱だけに還元しない。","地域ごとの前史は個別確認が必要。","no"
"FACT_HAMNETT_JUAREZ_0082","1823年の中央政府・官僚制弱体化はregionalismの政治的開口部となった","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;1823;regionalism","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 6-7","6-7","/page/6/mode/2up, Page 6 (21/323)","","スクリーンショット 2026-06-13 17.22.48.jpeg","author_interpretation","probable","Hamnettは、1823年の中央政府と官僚制の弱体化が、regionalismに国政レベルでの政治的開口部を与えたと説明する。","Hamnettは、1823年の中央政府と官僚制の弱体化が、regionalismに国政レベルでの政治的開口部を与えたと説明する。","Source note: 地域感情が国政レベルで表面化する契機を述べる箇所。 Japanese note: 地域意識そのものと、それが政治機会を得る局面を分ける。","Cautions: 1823年の制度変化と官僚制弱体化の具体過程は要確認。 Verification needed: yes","制度的空白に地方要求が流入する場面として使える。","","Collapse of First Mexican Monarchy","Mexico","central government;bureaucracy","regionalism","","","fact","Juárez","Brian R. Hamnett","Hamnettは、1823年の中央政府と官僚制の弱体化が、regionalismに国政レベルでの政治的開口部を与えたと説明する。","地域感情が国政レベルで表面化する契機を述べる箇所。","地域意識そのものと、それが政治機会を得る局面を分ける。","1823年の制度変化と官僚制弱体化の具体過程は要確認。","yes"
"FACT_HAMNETT_JUAREZ_0083","Hamnettは地形だけでなくlocal consciousnessを地域形成の決定要素とする","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;local-consciousness;regionalism","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 6-7","6-7","/page/6/mode/2up, Page 6 (21/323)","","スクリーンショット 2026-06-13 17.22.48.jpeg","author_interpretation","confirmed","Hamnettは、地域は地形だけで成立するのではなく、local consciousnessが決定的要素だったとする。","Hamnettは、地域は地形だけで成立するのではなく、local consciousnessが決定的要素だったとする。","Source note: 地域形成の要因を地形から意識・社会関係へ広げる箇所。 Japanese note: 地理決定論にしないための基本カード。","Cautions: local consciousnessの内容は地域ごとに補足が必要。 Verification needed: no","同じ地形条件でも、共同体意識や市場関係で政治行動が変わる設定に使える。","","","Mexico","","regionalism;local consciousness","","","fact","Juárez","Brian R. Hamnett","Hamnettは、地域は地形だけで成立するのではなく、local consciousnessが決定的要素だったとする。","地域形成の要因を地形から意識・社会関係へ広げる箇所。","地理決定論にしないための基本カード。","local consciousnessの内容は地域ごとに補足が必要。","no"
"FACT_HAMNETT_JUAREZ_0084","1821年の植民地支配崩壊は地方の中央政治参加要求を刺激した","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;1821;regionalism","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 6-7","6-7","/page/6/mode/2up, Page 6 (21/323)","","スクリーンショット 2026-06-13 17.22.48.jpeg","author_interpretation","probable","Hamnettは、1821年のスペイン植民地支配崩壊が、地方から中央政治での発言権を求める圧力を刺激したと説明する。","Hamnettは、1821年のスペイン植民地支配崩壊が、地方から中央政治での発言権を求める圧力を刺激したと説明する。","Source note: 植民地支配崩壊と地方代表要求を接続する箇所。 Japanese note: regionalismを国家分裂ではなく中央政治参加要求として読む起点。","Cautions: 地域ごとの要求内容と制度的表出は別資料で確認する。 Verification needed: yes","地方代表者が中央で声を求める政治交渉として描ける。","","Mexican independence from Spain","Mexico","","regionalism;political representation","","","fact","Juárez","Brian R. Hamnett","Hamnettは、1821年のスペイン植民地支配崩壊が、地方から中央政治での発言権を求める圧力を刺激したと説明する。","植民地支配崩壊と地方代表要求を接続する箇所。","regionalismを国家分裂ではなく中央政治参加要求として読む起点。","地域ごとの要求内容と制度的表出は別資料で確認する。","yes"
"FACT_HAMNETT_JUAREZ_0085","1823年の第一帝政失敗後に複数地域が自由・主権州化へ向かった","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;1823;states","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 6-7","6-7","/page/6/mode/2up, Page 6 (21/323)","","スクリーンショット 2026-06-13 17.22.48.jpeg","historical_fact","probable","1823年の第一帝政失敗と国軍解体は、Jalisco、Zacatecas、Puebla、Oaxaca、Yucatánなどが自由で主権的な州を宣言する道を開いたとされる。","1823年の第一帝政失敗と国軍解体は、Jalisco、Zacatecas、Puebla、Oaxaca、Yucatánなどが自由で主権的な州を宣言する道を開いたとされる。","Source note: 第一帝政崩壊と州主権化の連鎖を述べる箇所。 Japanese note: 連邦制成立前後の地方主権要求を整理する。","Cautions: 各州の宣言・法的行為の正確な日付と文言は要確認。 Verification needed: yes","中央の失敗に対して複数州が同時に政治的主体化する場面に使える。","","Collapse of First Mexican Monarchy","Jalisco;Zacatecas;Puebla;Oaxaca;Yucatán","national army","regionalism;state sovereignty","","","fact","Juárez","Brian R. Hamnett","1823年の第一帝政失敗と国軍解体は、Jalisco、Zacatecas、Puebla、Oaxaca、Yucatánなどが自由で主権的な州を宣言する道を開いたとされる。","第一帝政崩壊と州主権化の連鎖を述べる箇所。","連邦制成立前後の地方主権要求を整理する。","各州の宣言・法的行為の正確な日付と文言は要確認。","yes"
"FACT_HAMNETT_JUAREZ_0086","Hamnettはregionalismをseparatismと区別する","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;regionalism;separatism","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 6-7","6-7","/page/6/mode/2up, Page 6 (21/323)","","スクリーンショット 2026-06-13 17.22.48.jpeg","author_interpretation","confirmed","Hamnettは、regionalismをseparatismと同一視せず、地域が国政参加の拡大を求める動きとして区別する。","Hamnettは、regionalismをseparatismと同一視せず、地域が国政参加の拡大を求める動きとして区別する。","Source note: Regionalismとseparatismの区別を明示する箇所。 Japanese note: 地方反中央性を即座に国家分裂志向と見なさないためのカード。","Cautions: TexasとYucatánの例外的事例は別カードで扱う。 Verification needed: no","帝政側から反乱に見える地域政治を、交渉や代表要求として描ける。","","","Mexico","","regionalism;separatism","","","fact","Juárez","Brian R. Hamnett","Hamnettは、regionalismをseparatismと同一視せず、地域が国政参加の拡大を求める動きとして区別する。","Regionalismとseparatismの区別を明示する箇所。","地方反中央性を即座に国家分裂志向と見なさないためのカード。","TexasとYucatánの例外的事例は別カードで扱う。","no"
"FACT_HAMNETT_JUAREZ_0087","TexasとYucatánの1835-36年事例は例外的分離主義として扱われる","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;texas;yucatan;separatism","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 6-7","6-7","/page/6/mode/2up, Page 6 (21/323)","","スクリーンショット 2026-06-13 17.22.48.jpeg","historical_fact","uncertain","TexasとYucatánの1835-36年事例は、regionalismの中でも例外的に分離主義的経路を選んだ例として扱われる。","TexasとYucatánの1835-36年事例は、regionalismの中でも例外的に分離主義的経路を選んだ例として扱われる。","Source note: Regionalismとseparatismの区別に続く例外事例。 Japanese note: 例外を例外として残し、地域主義全体を分離主義化しない。","Cautions: TexasとYucatánの正確な時系列・性格差は要確認。 Verification needed: yes","第二帝政期の地方支持・抵抗の幅を描く比較材料に使える。","","Texas and Yucatán separatist cases","Texas;Yucatán","","regionalism;separatism","","","fact","Juárez","Brian R. Hamnett","TexasとYucatánの1835-36年事例は、regionalismの中でも例外的に分離主義的経路を選んだ例として扱われる。","Regionalismとseparatismの区別に続く例外事例。","例外を例外として残し、地域主義全体を分離主義化しない。","TexasとYucatánの正確な時系列・性格差は要確認。","yes"
"FACT_HAMNETT_JUAREZ_0088","19世紀メキシコ史の多くは中央での優位をめぐる地域エリート間競争だった","draft","2026-06-14","2026-06-14","fact-card;hamnett;juarez;chapter1;regional-elites","SRC_HAMNETT_1994_JUAREZ","Chapter 1","The Geo-Politics of Mexico","printed page 6-7","6-7","/page/6/mode/2up, Page 6 (21/323)","","スクリーンショット 2026-06-13 17.22.48.jpeg","author_interpretation","probable","Hamnettは、19世紀メキシコ史の多くを、中央での優位をめぐる地域エリート間競争として理解できるとする。","Hamnettは、19世紀メキシコ史の多くを、中央での優位をめぐる地域エリート間競争として理解できるとする。","Source note: Regionalismの政治的帰結を総括する箇所。 Japanese note: 中央政局を地域エリート間競争として読む視角。","Cautions: 直後に地域要因過大評価への留保が置かれる。 Verification needed: no","首都政治を、地方名望家・州派閥の競争舞台として描ける。","","","Mexico","","regional elites;regionalism;central politics","","","fact","Juárez","Brian R. Hamnett","Hamnettは、19世紀メキシコ史の多くを、中央での優位をめぐる地域エリート間競争として理解できるとする。","Regionalismの政治的帰結を総括する箇所。","中央政局を地域エリート間競争として読む視角。","直後に地域要因過大評価への留保が置かれる。","no"
