id,title,status,created,updated,tags,source_id,chapter,page,kindle_location,screenshot_file,evidence_category,confidence,claim,summary,evidence_note,limitations,creative_use,people,events,places,organizations,themes,related_fact_cards,related_questions
FACT_MEXEMP_2326,Maximilianは赤痢と腹痛に苦しんでいた,draft,2026-06-10,2026-06-10,fact-card;chapter2;mexemp;shawcross,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 9 UNDER SIEGE,Kindle PC 287/400,No.4067/7062,スクリーンショット 2026-05-31 13.11.26.png,primary_testimony,probable,攻撃前夜、Maximilianは赤痢と腹痛に苦しみ、深夜にBaschを呼んだとされる。,攻撃前夜、Maximilianは赤痢と腹痛に苦しみ、深夜にBaschを呼んだとされる。,Source note: dysentery Japanese note: 医師Basch関係の証言由来の可能性が高い。,Cautions: 医学的診断として過度に拡張しない。 Verification needed: yes.,皇帝の身体的衰弱と軍事崩壊を重ねられる。,Maximilian; Samuel Basch,Siege of Querétaro,Querétaro,Mexican Empire,illness; bodily collapse; siege conditions,,
FACT_MEXEMP_2327,Salm-Salmは延期に不満を抱いたまま就寝した,draft,2026-06-10,2026-06-10,fact-card;chapter2;mexemp;shawcross,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 9 UNDER SIEGE,Kindle PC 287/400,No.4067/7062,スクリーンショット 2026-05-31 13.11.26.png,primary_testimony,probable,Salm-Salmは作戦延期に不満を抱き、就寝前にシャンパンを飲んだと描かれている。,Salm-Salmは作戦延期に不満を抱き、就寝前にシャンパンを飲んだと描かれている。,Source note: champagne Japanese note: 包囲下でも酒が残る描写として印象的。,Cautions: 回想的演出の可能性を留保する。 Verification needed: yes.,崩壊前夜の奇妙な宮廷感覚に使える。,Prince Felix Salm-Salm,planned imperial breakout,Querétaro,Mexican Empire,memoir detail; delay; court atmosphere,,
FACT_MEXEMP_2328,午前5時にLópezがSalm-Salmへ敵侵入を知らせた,draft,2026-06-10,2026-06-10,fact-card;chapter2;mexemp;shawcross,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 9 UNDER SIEGE,Kindle PC 287/400,No.4067/7062,スクリーンショット 2026-05-31 13.11.26.png,primary_testimony,probable,午前5時、LópezはSalm-Salmの部屋に入り、敵がすでに修道院内へ入ったと知らせた。,午前5時、LópezはSalm-Salmの部屋に入り、敵がすでに修道院内へ入ったと知らせた。,Source note: At five Japanese note: Lópezはここでは警告者として描かれる。,Cautions: このページだけで裏切りを確定しない。 Verification needed: yes.,Lópezの曖昧な役割を強調できる。,Miguel López; Prince Felix Salm-Salm,fall of Querétaro phase,Convent of Santa Cruz; Querétaro,Mexican Empire; liberal forces,surprise; warning; disputed loyalty,,
FACT_MEXEMP_2329,Salm-Salmは騎兵に集合を命じた,draft,2026-06-10,2026-06-10,fact-card;chapter2;mexemp;shawcross,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 9 UNDER SIEGE,Kindle PC 287/400,No.4067/7062,スクリーンショット 2026-05-31 13.11.26.png,primary_testimony,probable,敵襲の報を受けたSalm-Salmは、hussarsに馬に乗って待機するよう命じた。,敵襲の報を受けたSalm-Salmは、hussarsに馬に乗って待機するよう命じた。,Source note: hussars Japanese note: Salm-Salmの即応描写。,Cautions: Salm-Salm本人視点の強調可能性がある。 Verification needed: yes.,混乱下の小部隊指揮に使える。,Prince Felix Salm-Salm; Samuel Basch,fall of Querétaro phase,Querétaro; Convent of Santa Cruz,hussars; Mexican Empire,emergency command; cavalry; surprise,,
FACT_MEXEMP_2330,Maximilianは敵が庭に入ったとBaschに告げた,draft,2026-06-10,2026-06-10,fact-card;chapter2;mexemp;shawcross,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 9 UNDER SIEGE,Kindle PC 287/400,No.4067/7062,スクリーンショット 2026-05-31 13.11.26.png,primary_testimony,probable,MaximilianはBaschに対し、敵が修道院の台所庭園へ入ったと告げ、武器を取って広場へ来るよう促した。,MaximilianはBaschに対し、敵が修道院の台所庭園へ入ったと告げ、武器を取って広場へ来るよう促した。,Source note: kitchen gardens Japanese note: Baschの行動記録由来の可能性がある。,Cautions: 詳細な侵入経路は別途確認が必要。 Verification needed: yes.,修道院内への敵侵入の緊迫感を出せる。,Maximilian; Samuel Basch,fall of Querétaro phase,Convent of Santa Cruz; Querétaro,Mexican Empire; liberal forces,surprise attack; personal defense,,
FACT_MEXEMP_2331,MaximilianはCerro de las Campanasへ向かう意向を示した,draft,2026-06-10,2026-06-10,fact-card;chapter2;mexemp;shawcross,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 9 UNDER SIEGE,Kindle PC 287/400,No.4067/7062,スクリーンショット 2026-05-31 13.11.26.png,primary_testimony,probable,敵襲を受けたMaximilianは、Cerro de las Campanasへ向かい、そこで事態を整えようとする意向をSalm-Salmに示した。,敵襲を受けたMaximilianは、Cerro de las Campanasへ向かい、そこで事態を整えようとする意向をSalm-Salmに示した。,Source note: Cerro de las Campanas Japanese note: 後の最終局面の舞台へ移行する。,Cautions: 軍事合理性と象徴性を分ける。 Verification needed: yes.,象徴的な終末地点への移動として使える。,Maximilian; Prince Felix Salm-Salm,fall of Querétaro phase,Cerro de las Campanas; Querétaro,Mexican Empire,last stand; rallying point,,
FACT_MEXEMP_2332,Salm-SalmはSupremos Poderesの接近を見たとされる,draft,2026-06-10,2026-06-10,fact-card;chapter2;mexemp;shawcross,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 9 UNDER SIEGE,Kindle PC 287/400,No.4067/7062,スクリーンショット 2026-05-31 13.11.26.png,primary_testimony,probable,Salm-Salmは、薄明の中でJuárez側の精鋭兵Supremos Poderesの灰色の制服が修道院へ近づくのを見たとされる。,Salm-Salmは、薄明の中でJuárez側の精鋭兵Supremos Poderesの灰色の制服が修道院へ近づくのを見たとされる。,Source note: Supremos Poderes Japanese note: Juárez側の精鋭として描写される。,Cautions: 部隊名・制服・配置は共和派側資料でも確認する。 Verification needed: yes.,共和派側の組織的突入を示せる。,Prince Felix Salm-Salm; Benito Juárez,fall of Querétaro phase,Convent of Santa Cruz; Querétaro,Supremos Poderes; Republic of Mexico; Juaristas,republican assault; elite troops,,
FACT_MEXEMP_2333,Juarista将校はMaximilian一行を民間人として通した,draft,2026-06-10,2026-06-10,fact-card;chapter2;mexemp;shawcross,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 9 UNDER SIEGE,Kindle PC 287/400,No.4067/7062,スクリーンショット 2026-05-31 13.11.26.png,primary_testimony,probable,修道院を出たMaximilian一行は自由派兵に止められたが、Juarista将校は彼らを民間人と見なし、通過を許したとされる。,修道院を出たMaximilian一行は自由派兵に止められたが、Juarista将校は彼らを民間人と見なし、通過を許したとされる。,Source note: They are civilians Japanese note: 脚注24付近。,Cautions: 逸話性が強く、原典確認が必要。 Verification needed: yes.,混乱の中で皇帝が見逃される皮肉な場面に使える。,Maximilian; Prince Felix Salm-Salm,fall of Querétaro phase,Querétaro; Convent of Santa Cruz,Juaristas; Republic of Mexico; liberal forces,mistaken identity; battlefield confusion,,
FACT_MEXEMP_2334,Querétaroは自由派攻撃と砲撃で混乱に陥った,draft,2026-06-10,2026-06-10,fact-card;chapter2;mexemp;shawcross,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 9 UNDER SIEGE,Kindle PC 287/400,No.4067/7062,スクリーンショット 2026-05-31 13.11.26.png,historical_fact,probable,Querétaroでは自由派部隊が帝政側戦線を攻撃し、砲撃が市内に降り注ぐ中で混乱が広がった。,Querétaroでは自由派部隊が帝政側戦線を攻撃し、砲撃が市内に降り注ぐ中で混乱が広がった。,Source note: 砲撃と市内混乱 Japanese note: 帝政側の混乱だけでなく、共和派の軍事圧力として整理する。,Cautions: 共和派攻撃を単なる無秩序として扱わない。 Verification needed: yes.,陥落直前の都市混乱に使える。,Maximilian,Siege of Querétaro; fall of Querétaro phase,Querétaro,liberal forces; imperialistas; Republic of Mexico; Mexican Empire,urban warfare; artillery; collapse,,
FACT_MEXEMP_2335,MaximilianはCerro de las Campanasで兵を集めようとした,draft,2026-06-10,2026-06-10,fact-card;chapter2;mexemp;shawcross,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 9 UNDER SIEGE,Kindle PC 287/400,No.4067/7062,スクリーンショット 2026-05-31 13.11.26.png,author_interpretation,probable,修道院を出たMaximilianは、Cerro de las Campanasへ向かい、そこで兵を集め直そうとした。,修道院を出たMaximilianは、Cerro de las Campanasへ向かい、そこで兵を集め直そうとした。,Source note: Cerroへの移動 Japanese note: Maximilianの意図を含むため著者解釈寄り。,Cautions: 心理・意図の断定は避ける。 Verification needed: yes.,最後の再集結を試みる皇帝像に使える。,Maximilian; Tomás Mejía; Miguel Miramón,fall of Querétaro phase,Cerro de las Campanas; Querétaro,Mexican Empire; imperial army,rallying troops; last stand,,
FACT_MEXEMP_2336,LópezはMaximilianに隠れるよう促した,draft,2026-06-10,2026-06-10,fact-card;chapter2;mexemp;shawcross,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 9 UNDER SIEGE,Kindle PC 287/400,No.4067/7062,スクリーンショット 2026-05-31 13.11.26.png,primary_testimony,probable,市の広場付近でLópezはMaximilianに、すべてが失われ敵が迫っているとして、近くの家に隠れて命を守るよう促した。,市の広場付近でLópezはMaximilianに、すべてが失われ敵が迫っているとして、近くの家に隠れて命を守るよう促した。,Source note: 脚注25付近 Japanese note: Lópezはここでは避難を促す人物として描かれる。,Cautions: 後知恵で裏切りの証拠に直結しない。 Verification needed: yes.,Lópezの忠誠・裏切りの曖昧さに使える。,Maximilian; Miguel López,fall of Querétaro phase,Querétaro,Mexican Empire; liberal forces,escape; loyalty; disputed conduct,,
FACT_MEXEMP_2337,Maximilianは隠れる提案を拒否した,draft,2026-06-10,2026-06-10,fact-card;chapter2;mexemp;shawcross,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 9 UNDER SIEGE,Kindle PC 287/400,No.4067/7062,スクリーンショット 2026-05-31 13.11.26.png,primary_testimony,probable,Lópezの避難勧告に対し、Maximilianは拒否し、Cerro de las Campanasへ向かうと答えたとされる。,Lópezの避難勧告に対し、Maximilianは拒否し、Cerro de las Campanasへ向かうと答えたとされる。,Source note: 脚注26付近 Japanese note: 劇的な台詞として扱い、原典確認が必要。,Cautions: 名誉化しすぎると帝政中心の悲劇に偏る。 Verification needed: yes.,皇帝の最後の矜持を描く場面に使える。,Maximilian; Miguel López,fall of Querétaro phase,Cerro de las Campanas; Querétaro,Mexican Empire,honor; last stand; refusal to hide,,
FACT_MEXEMP_2338,Cerro de las Campanasには少数の兵と砲が残っていた,draft,2026-06-10,2026-06-10,fact-card;chapter2;mexemp;shawcross,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 9 UNDER SIEGE,Kindle PC 287/400,No.4067/7062,スクリーンショット 2026-05-31 13.11.26.png,historical_fact,probable,Maximilianが到着した時、Cerro de las Campanasには少数の将校、百人ほどの歩兵、4門の砲が残っていた。,Maximilianが到着した時、Cerro de las Campanasには少数の将校、百人ほどの歩兵、4門の砲が残っていた。,Source note: four artillery guns Japanese note: 最終防衛地点の兵力規模を示す。,Cautions: 兵数は概数として扱う。 Verification needed: yes.,最後の抵抗の薄さを表現できる。,Maximilian,fall of Querétaro phase,Cerro de las Campanas; Querétaro,Mexican Empire; imperial army,last defensive position; artillery; collapse,,
FACT_MEXEMP_2339,Maximilianは砲撃下でCerro de las Campanasを登った,draft,2026-06-10,2026-06-10,fact-card;chapter2;mexemp;shawcross,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 9 UNDER SIEGE,Kindle PC 287/400,No.4067/7062,スクリーンショット 2026-05-31 13.11.26.png,primary_testimony,probable,Maximilianは砲撃を受けながらCerro de las Campanasを登り、頂上ではMejía、Ernst Pitner、Salm-Salmら少数の将校が皇帝とともにいた。,Maximilianは砲撃を受けながらCerro de las Campanasを登り、頂上ではMejía、Ernst Pitner、Salm-Salmら少数の将校が皇帝とともにいた。,Source note: One of … Japanese note: 次ページで頂上での出来事が継続する。,Cautions: 末尾が未完のため、次ページと接続して確定する。 Verification needed: yes.,最終場面への導入として使える。,Maximilian; Tomás Mejía; Ernst Pitner; Prince Felix Salm-Salm,fall of Querétaro phase,Cerro de las Campanas; Querétaro,Mexican Empire; imperial army,last stand; battlefield chaos; imperial collapse,,
