"id","title","status","created","updated","tags","source_id","chapter","page","kindle_location","screenshot_file","evidence_category","confidence","claim","summary","evidence_note","limitations","creative_use","people","events","places","organizations","themes","related_fact_cards","related_questions","type","source_title","statement","source_note","japanese_note","cautions","verification_needed"
"FACT_MEXEMP_2571","Márquezは逃亡してHavanaで死んだ","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 316/400","No.4474/7062","スクリーンショット 2026-05-31 13.11.58.png","historical_fact","probable","Márquezは当局を逃れ、数か月潜伏した後Havanaへ逃亡し、1913年に93歳で死去したとされる。","Márquezは当局を逃れ、数か月潜伏した後Havanaへ逃亡し、1913年に93歳で死去したとされる。","Source note: died in Havana. Japanese note: 処刑を免れた帝政残党。","Cautions: 享年・死亡地は要確認。 Verification needed: yes.","長命の亡命者として対比に使える。","Leonardo Márquez","imperial exile","Havana","Juárez government","exile; survival","","","fact","The Last Emperor of Mexico: A Disaster in the New World","Márquezは当局を逃れ、数か月潜伏した後Havanaへ逃亡し、1913年に93歳で死去したとされる。","died in Havana","処刑を免れた帝政残党。","享年・死亡地は要確認。","yes"
"FACT_MEXEMP_2572","Gutiérrez de Estradaは帝国崩壊に心痛して死んだとされる","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 316/400","No.4474/7062","スクリーンショット 2026-05-31 13.11.58.png","rumor_hearsay","uncertain","José María Gutiérrez de Estradaは1867年にParisで死去し、帝国崩壊への心痛によるものとされるが、これは伝聞的表現である。","José María Gutiérrez de Estradaは1867年にParisで死去し、帝国崩壊への心痛によるものとされるが、これは伝聞的表現である。","Source note: broken heart. Japanese note: 死因に関する伝聞。","Cautions: 医学的・事実的死因として断定しない。 Verification needed: yes.","夢破れた君主主義者の最期として使える。","José María Gutiérrez de Estrada","imperial collapse","Paris","Mexican Empire","grief; exile","","","fact","The Last Emperor of Mexico: A Disaster in the New World","José María Gutiérrez de Estradaは1867年にParisで死去し、帝国崩壊への心痛によるものとされるが、これは伝聞的表現である。","broken heart","死因に関する伝聞。","医学的・事実的死因として断定しない。","yes"
"FACT_MEXEMP_2573","AlmonteはFranceで二年後に死んだ","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 316/400","No.4474/7062","スクリーンショット 2026-05-31 13.11.58.png","historical_fact","probable","Juan Nepomuceno AlmonteはFranceにおり、Gutiérrez de Estradaの死から二年後に死去したとされる。","Juan Nepomuceno AlmonteはFranceにおり、Gutiérrez de Estradaの死から二年後に死去したとされる。","Source note: two years later. Japanese note: 帝政指導者の後日談。","Cautions: 年の推定と死亡地を要確認。 Verification needed: yes.","帝政残党の散逸を描ける。","Juan Nepomuceno Almonte","imperial aftermath","France","Mexican Empire","exile; death","","","fact","The Last Emperor of Mexico: A Disaster in the New World","Juan Nepomuceno AlmonteはFranceにおり、Gutiérrez de Estradaの死から二年後に死去したとされる。","two years later","帝政指導者の後日談。","年の推定と死亡地を要確認。","yes"
"FACT_MEXEMP_2574","Hidalgo y Esnaurrízarは小説家となり1896年に死んだ","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 316/400","No.4474/7062","スクリーンショット 2026-05-31 13.11.58.png","historical_fact","probable","José Manuel Hidalgo y Esnaurrízarは、Mexico君主制構想後に小説家となり、1896年に死去したとされる。","José Manuel Hidalgo y Esnaurrízarは、Mexico君主制構想後に小説家となり、1896年に死去したとされる。","Source note: became a novelist. Japanese note: 君主制構想と文学への転身。","Cautions: Shawcrossの皮肉と事実を分ける。 Verification needed: yes.","皮肉を帯びた人物後日談に使える。","José Manuel Hidalgo y Esnaurrízar","imperial aftermath","Mexico; France","Mexican Empire","monarchy; fiction","","","fact","The Last Emperor of Mexico: A Disaster in the New World","José Manuel Hidalgo y Esnaurrízarは、Mexico君主制構想後に小説家となり、1896年に死去したとされる。","became a novelist","君主制構想と文学への転身。","Shawcrossの皮肉と事実を分ける。","yes"
"FACT_MEXEMP_2575","Maximilian帝国は公式メキシコ史で葬られてきたとされる","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 316/400","No.4474/7062","スクリーンショット 2026-05-31 13.11.58.png","author_interpretation","probable","Shawcrossは、近年までMaximilian帝国が公式メキシコ史で反動主義者・裏切り者・ヨーロッパ帝国主義者の事業として退けられてきたと述べる。","Shawcrossは、近年までMaximilian帝国が公式メキシコ史で反動主義者・裏切り者・ヨーロッパ帝国主義者の事業として退けられてきたと述べる。","Source note: official Mexican history. Japanese note: 歴史記憶の整理。","Cautions: メキシコ史学の実態は別途確認。 Verification needed: yes.","後世の教科書的記憶として使える。","Maximilian","memory of empire","Mexico","Mexican Empire; Republic of Mexico","historiography; legitimacy","","","fact","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossは、近年までMaximilian帝国が公式メキシコ史で反動主義者・裏切り者・ヨーロッパ帝国主義者の事業として退けられてきたと述べる。","official Mexican history","歴史記憶の整理。","メキシコ史学の実態は別途確認。","yes"
"FACT_MEXEMP_2576","Shawcrossは帝政側の構成を単純な反動派に限定しない","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 316/400","No.4474/7062","スクリーンショット 2026-05-31 13.11.58.png","author_interpretation","probable","Shawcrossは、帝政中枢に反動派・裏切り者・帝国主義者がいた一方、自由主義者・愛国者・過去の戦争の英雄を自認する者もいたと整理する。","Shawcrossは、帝政中枢に反動派・裏切り者・帝国主義者がいた一方、自由主義者・愛国者・過去の戦争の英雄を自認する者もいたと整理する。","Source note: liberals, patriots. Japanese note: 帝政支持層の複雑性。","Cautions: 自認と実態を混同しない。 Verification needed: yes.","敵味方を単純化しない人物配置に使える。","Maximilian","imperial politics","Mexico","Mexican Empire","ideology; coalition","","","fact","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossは、帝政中枢に反動派・裏切り者・帝国主義者がいた一方、自由主義者・愛国者・過去の戦争の英雄を自認する者もいたと整理する。","liberals, patriots","帝政支持層の複雑性。","自認と実態を混同しない。","yes"
"FACT_MEXEMP_2577","帝政支持の一部はU.S. imperialismへの対抗として説明される","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 316/400","No.4474/7062","スクリーンショット 2026-05-31 13.11.58.png","author_interpretation","probable","Shawcrossは、一部の者がEuropean imperialismとU.S. imperialismの間で、後者を抑えるため前者を選んだと整理する。","Shawcrossは、一部の者がEuropean imperialismとU.S. imperialismの間で、後者を抑えるため前者を選んだと整理する。","Source note: European and US imperialism. Japanese note: 帝政支持の動機説明。","Cautions: 外国干渉依存の免責にはしない。 Verification needed: yes.","誤った選択としての帝政参加を描ける。","Maximilian","French intervention","Mexico; United States","Mexican Empire; United States","imperialism; strategic fear","","","fact","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossは、一部の者がEuropean imperialismとU.S. imperialismの間で、後者を抑えるため前者を選んだと整理する。","European and US imperialism","帝政支持の動機説明。","外国干渉依存の免責にはしない。","yes"
"FACT_MEXEMP_2578","1860年代はU.S.優位の世界秩序への重要な十年だったとされる","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 316/400","No.4474/7062","スクリーンショット 2026-05-31 13.11.58.png","author_interpretation","probable","Shawcrossは、Union勝利とMaximilian帝国の終焉により、1860年代が後のU.S. dominated world orderへの重要な十年となったと見る。","Shawcrossは、Union勝利とMaximilian帝国の終焉により、1860年代が後のU.S. dominated world orderへの重要な十年となったと見る。","Source note: US-dominated world order. Japanese note: 大局的総括。","Cautions: 広域史解釈であり事実単体ではない。 Verification needed: yes.","物語の時代転換感に使える。","Maximilian","American Civil War; imperial collapse","Mexico; United States","United States; Mexican Empire","world order; hegemony","","","fact","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossは、Union勝利とMaximilian帝国の終焉により、1860年代が後のU.S. dominated world orderへの重要な十年となったと見る。","US-dominated world order","大局的総括。","広域史解釈であり事実単体ではない。","yes"
"FACT_MEXEMP_2579","Chapultepecの皇帝居室は忘れられた帝国の遺物として描かれる","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 316/400","No.4474/7062","スクリーンショット 2026-05-31 13.11.58.png","author_interpretation","probable","Shawcrossは、今日のChapultepecの豪奢な皇帝居室を、忘れられた帝国と崩れゆくヨーロッパ王朝秩序の場違いな遺物として描く。","Shawcrossは、今日のChapultepecの豪奢な皇帝居室を、忘れられた帝国と崩れゆくヨーロッパ王朝秩序の場違いな遺物として描く。","Source note: opulent imperial rooms. Japanese note: 空間の象徴的読解。","Cautions: 著者の印象描写であり史実そのものではない。 Verification needed: no.","廃墟的・博物館的場面に使える。","Maximilian","memory of empire","Chapultepec","Mexican Empire","material memory; ruins","","","fact","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossは、今日のChapultepecの豪奢な皇帝居室を、忘れられた帝国と崩れゆくヨーロッパ王朝秩序の場違いな遺物として描く。","opulent imperial rooms","空間の象徴的読解。","著者の印象描写であり史実そのものではない。","no"
"FACT_MEXEMP_2580","Maximilian帝国崩壊は民主主義の勝利を直ちにはもたらさなかった","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 316/400","No.4474/7062","スクリーンショット 2026-05-31 13.11.58.png","author_interpretation","probable","Shawcrossは、Maximilian帝国の崩壊がMexicoに勝利に満ちた民主主義時代をもたらしたわけではないと述べる。","Shawcrossは、Maximilian帝国の崩壊がMexicoに勝利に満ちた民主主義時代をもたらしたわけではないと述べる。","Source note: not usher in democracy. Japanese note: 共和派勝利後の複雑性。","Cautions: Juárez勝利の意義を否定する趣旨にしない。 Verification needed: yes.","勝利後の政治的幻滅を描ける。","Benito Juárez; Porfirio Díaz","imperial collapse; Porfiriato","Mexico","Republic of Mexico","democracy; authoritarianism","","","fact","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossは、Maximilian帝国の崩壊がMexicoに勝利に満ちた民主主義時代をもたらしたわけではないと述べる。","not usher in democracy","共和派勝利後の複雑性。","Juárez勝利の意義を否定する趣旨にしない。","yes"
"FACT_MEXEMP_2581","ShawcrossはJuárezをMexico史上の偉大な人物と評価する","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 316/400","No.4474/7062","スクリーンショット 2026-05-31 13.11.58.png","author_interpretation","probable","ShawcrossはBenito JuárezをMexico史上の偉大な人物の一人、あるいは最大級の人物として評価し、共和主義・自由主義への信念を称える。","ShawcrossはBenito JuárezをMexico史上の偉大な人物の一人、あるいは最大級の人物として評価し、共和主義・自由主義への信念を称える。","Source note: great figures. Japanese note: Juárez評価。","Cautions: 著者評価であり、同時代全員の評価ではない。 Verification needed: no.","敵側から見た強大な正統性として使える。","Benito Juárez","republican victory","Mexico","Republic of Mexico; Juárez government","republicanism; liberalism","","","fact","The Last Emperor of Mexico: A Disaster in the New World","ShawcrossはBenito JuárezをMexico史上の偉大な人物の一人、あるいは最大級の人物として評価し、共和主義・自由主義への信念を称える。","great figures","Juárez評価。","著者評価であり、同時代全員の評価ではない。","no"
"FACT_MEXEMP_2582","Juárezの勝利は1871年選挙と1872年死去で短命に終わった","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 316/400","No.4474/7062","スクリーンショット 2026-05-31 13.11.58.png","historical_fact","probable","Juárezは1867年に大統領に選ばれ、1871年にも再選を求めたが、権力集中を批判され、翌年死去してLerdo de Tejadaに分裂したMexicoを残した。","Juárezは1867年に大統領に選ばれ、1871年にも再選を求めたが、権力集中を批判され、翌年死去してLerdo de Tejadaに分裂したMexicoを残した。","Source note: elected president. Japanese note: Juárez後期政治の整理。","Cautions: 選挙制度・議会判断の詳細は要確認。 Verification needed: yes.","戦後勝利から政治対立への展開に使える。","Benito Juárez; Sebastián Lerdo de Tejada; Porfirio Díaz","Juárez presidency","Mexico","Republic of Mexico; Mexican congress","succession; division","","","fact","The Last Emperor of Mexico: A Disaster in the New World","Juárezは1867年に大統領に選ばれ、1871年にも再選を求めたが、権力集中を批判され、翌年死去してLerdo de Tejadaに分裂したMexicoを残した。","elected president","Juárez後期政治の整理。","選挙制度・議会判断の詳細は要確認。","yes"
"FACT_MEXEMP_2583","Díazは1871年に失敗し1876年に成功した","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 316/400","No.4474/7062","スクリーンショット 2026-05-31 13.11.58.png","historical_fact","probable","Porfirio Díazは1871年選挙後に武装反乱を起こして失敗し、1876年にLerdo de Tejada再選を機に再び反乱を起こして成功した。","Porfirio Díazは1871年選挙後に武装反乱を起こして失敗し、1876年にLerdo de Tejada再選を機に再び反乱を起こして成功した。","Source note: rebelled again. Japanese note: Díaz台頭の経緯。","Cautions: 反乱名・正確な政治経緯は要確認。 Verification needed: yes.","共和派英雄から独裁者への転換に使える。","Porfirio Díaz; Sebastián Lerdo de Tejada","Porfirio Díaz revolt; Porfiriato","Mexico","Republic of Mexico","rebellion; power seizure","","","fact","The Last Emperor of Mexico: A Disaster in the New World","Porfirio Díazは1871年選挙後に武装反乱を起こして失敗し、1876年にLerdo de Tejada再選を機に再び反乱を起こして成功した。","rebelled again","Díaz台頭の経緯。","反乱名・正確な政治経緯は要確認。","yes"
"FACT_MEXEMP_2584","Porfiriatoは安定と権威主義を併せ持った","draft","2026-06-13","2026-06-13","fact-card;chapter2;mexemp;shawcross","SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO","Chapter 2 THE ARCHDUKE AND THE PRINCESS / EPILOGUE","Kindle PC 316/400","No.4474/7062","スクリーンショット 2026-05-31 13.11.58.png","author_interpretation","probable","Shawcrossは、DíazがNapoleon III的な自由主義的独裁を作り、Porfiriatoが一定の政治的安定をもたらす一方で権力をDíazに集中させたと整理する。","Shawcrossは、DíazがNapoleon III的な自由主義的独裁を作り、Porfiriatoが一定の政治的安定をもたらす一方で権力をDíazに集中させたと整理する。","Source note: liberal dictatorship. Japanese note: Porfiriatoの性格づけ。","Cautions: 安定と抑圧の両面を分ける。 Verification needed: yes.","革命前夜への布石として使える。","Porfirio Díaz; Napoleon III","Porfiriato","Mexico","Porfiriato; Republic of Mexico","liberal dictatorship; authoritarian stability","","","fact","The Last Emperor of Mexico: A Disaster in the New World","Shawcrossは、DíazがNapoleon III的な自由主義的独裁を作り、Porfiriatoが一定の政治的安定をもたらす一方で権力をDíazに集中させたと整理する。","liberal dictatorship","Porfiriatoの性格づけ。","安定と抑圧の両面を分ける。","yes"
