"id","title","status","created","updated","tags","source_id","chapter","section","page","printed_page","archive_page","kindle_location","screenshot_file","printed_page_status","evidence_category","confidence","claim","summary","evidence_note","limitations","creative_use","people","events","places","organizations","themes","related_fact_cards","related_questions","source_title","author","source_note","japanese_note","cautions","verification_needed","related_capture"
"FACT_HAMNETT_JUAREZ_0269","Juárezの弁護士資格取得はOaxaca新州制度の勝利として位置づけられる","draft","2026-06-21","2026-06-21","fact-card;hamnett;juarez;chapter2;state-institutions","SRC_HAMNETT_1994_JUAREZ","Chapter 2, THE PROVINCIAL ORIGINS: JUÁREZ AND OAXACA","THE LIBERAL EXPERIMENT OF 1833-34","printed page 24-25","24-25","/page/24/mode/2up; Page 24 (39/323)","","スクリーンショット 2026-06-13 17.23.11.jpeg","confirmed","author_interpretation","probable","Hamnettは、JuárezがOaxaca州内で公式弁護士資格を受けた最初の人物だったことを、1824年連邦憲法に基づく新州制度の制度的正当性を示す出来事として整理している。","Hamnettは、JuárezがOaxaca州内で公式弁護士資格を受けた最初の人物だったことを、1824年連邦憲法に基づく新州制度の制度的正当性を示す出来事として整理している。","Source note: 弁護士資格取得の制度史的評価。 Japanese note: Hamnettの因果整理として扱う。","Cautions: これはHamnettの解釈であり、州制度の勝利を一次史料の自己認識として扱わない。 Verification needed: yes","若いJuárezの個人上昇を、連邦憲法後の州制度形成と重ねて描ける。","Benito Juárez","Juárez final law examination 1834","Oaxaca","State Court of Justice","Juárez legal career formation;Reform prehistory","","","Juárez","Brian R. Hamnett","弁護士資格取得の制度史的評価。","Hamnettの因果整理として扱う。","これはHamnettの解釈であり、州制度の勝利を一次史料の自己認識として扱わない。","yes","CAP_HAMNETT_JUAREZ_0015"
"FACT_HAMNETT_JUAREZ_0270","Juárezは1834年2月にState Courtの公式判事となった","draft","2026-06-21","2026-06-21","fact-card;hamnett;juarez;chapter2;state-court","SRC_HAMNETT_1994_JUAREZ","Chapter 2, THE PROVINCIAL ORIGINS: JUÁREZ AND OAXACA","THE LIBERAL EXPERIMENT OF 1833-34","printed page 24-25","24-25","/page/24/mode/2up; Page 24 (39/323)","","スクリーンショット 2026-06-13 17.23.11.jpeg","confirmed","historical_fact","probable","1834年2月、JuárezはState Courtの公式判事の一人となった。","1834年2月、JuárezはState Courtの公式判事の一人となった。","Source note: State Court公式判事就任。 Japanese note: 法曹資格取得直後の公職。","Cautions: 判事職の正式名、任命記録、管轄は要確認。 Verification needed: yes","法曹から司法官へ進む職業的上昇として使える。","Benito Juárez","","Oaxaca","State Court of Justice","Juárez legal career formation;Juárez early political career","","","Juárez","Brian R. Hamnett","State Court公式判事就任。","法曹資格取得直後の公職。","判事職の正式名、任命記録、管轄は要確認。","yes","CAP_HAMNETT_JUAREZ_0015"
"FACT_HAMNETT_JUAREZ_0271","JuárezはGuerreroの名誉回復に関わった","draft","2026-06-21","2026-06-21","fact-card;hamnett;juarez;chapter2;guerrero-memory","SRC_HAMNETT_1994_JUAREZ","Chapter 2, THE PROVINCIAL ORIGINS: JUÁREZ AND OAXACA","THE LIBERAL EXPERIMENT OF 1833-34","printed page 24-25","24-25","/page/24/mode/2up; Page 24 (39/323)","","スクリーンショット 2026-06-13 17.23.11.jpeg","confirmed","historical_fact","probable","州議会議員としてJuárezはRamírez de Aguilarと協力し、処刑されたVicente Guerreroの名誉回復に関わった。","州議会議員としてJuárezはRamírez de Aguilarと協力し、処刑されたVicente Guerreroの名誉回復に関わった。","Source note: Guerrero名誉回復へのJuárez関与。 Japanese note: 若いJuárezが象徴政治を扱う入口。","Cautions: 議案本文とJuárezの具体的役割を確認する。 Verification needed: yes","若いJuárezが殉教者・革命的記憶を政治化する場面に使える。","Benito Juárez;Ramón Ramírez de Aguilar;Vicente Guerrero","Guerrero rehabilitation campaign","Oaxaca;Cuilapan","Oaxaca state legislature","symbolic politics and Guerrero;Oaxaca provincial liberalism","","","Juárez","Brian R. Hamnett","Guerrero名誉回復へのJuárez関与。","若いJuárezが象徴政治を扱う入口。","議案本文とJuárezの具体的役割を確認する。","yes","CAP_HAMNETT_JUAREZ_0015"
"FACT_HAMNETT_JUAREZ_0272","JuárezらはCuilapanをCiudad Guerreroへ改名する案を出した","draft","2026-06-21","2026-06-21","fact-card;hamnett;juarez;chapter2;place-renaming","SRC_HAMNETT_1994_JUAREZ","Chapter 2, THE PROVINCIAL ORIGINS: JUÁREZ AND OAXACA","THE LIBERAL EXPERIMENT OF 1833-34","printed page 24-25","24-25","/page/24/mode/2up; Page 24 (39/323)","","スクリーンショット 2026-06-13 17.23.11.jpeg","confirmed","historical_fact","probable","Juárezらは、Guerreroが処刑されたOaxaca近郊CuilapanをCiudad Guerreroへ改名する案を出した。","Juárezらは、Guerreroが処刑されたOaxaca近郊CuilapanをCiudad Guerreroへ改名する案を出した。","Source note: Cuilapan改名案。 Japanese note: 地名変更による記憶政治。","Cautions: 改名案の可決・実施・定着範囲を確認する。 Verification needed: yes","処刑地を政治的記憶の場所へ変える場面として使える。","Benito Juárez;Vicente Guerrero","Guerrero rehabilitation campaign","Cuilapan;Ciudad Guerrero;Oaxaca","Oaxaca state legislature","symbolic politics and Guerrero","","","Juárez","Brian R. Hamnett","Cuilapan改名案。","地名変更による記憶政治。","改名案の可決・実施・定着範囲を確認する。","yes","CAP_HAMNETT_JUAREZ_0015"
"FACT_HAMNETT_JUAREZ_0273","1834年4月12日にGuerreroの遺骸移送が行われた","draft","2026-06-21","2026-06-21","fact-card;hamnett;juarez;chapter2;guerrero-remains","SRC_HAMNETT_1994_JUAREZ","Chapter 2, THE PROVINCIAL ORIGINS: JUÁREZ AND OAXACA","THE LIBERAL EXPERIMENT OF 1833-34","printed page 24-25","24-25","/page/24/mode/2up; Page 24 (39/323)","","スクリーンショット 2026-06-13 17.23.11.jpeg","confirmed","historical_fact","probable","1834年4月12日、Ramírez de AguilarはGuerreroの遺骸をOaxacaのDominican convent内Rosary Chapelへ荘重に移す措置を取った。","1834年4月12日、Ramírez de AguilarはGuerreroの遺骸をOaxacaのDominican convent内Rosary Chapelへ荘重に移す措置を取った。","Source note: Guerrero遺骸移送。 Japanese note: 追悼儀礼と政治的象徴化。","Cautions: 儀礼内容、場所名、移送経路は要確認。 Verification needed: yes","葬礼・聖堂空間・政治的追悼を重ねる場面に使える。","Ramón Ramírez de Aguilar;Vicente Guerrero","Transfer of Guerrero remains 1834;Guerrero rehabilitation campaign","Oaxaca;Dominican convent in Oaxaca;Rosary Chapel","Catholic Church","symbolic politics and Guerrero;Liberalism and Catholicism","","","Juárez","Brian R. Hamnett","Guerrero遺骸移送。","追悼儀礼と政治的象徴化。","儀礼内容、場所名、移送経路は要確認。","yes","CAP_HAMNETT_JUAREZ_0015"
"FACT_HAMNETT_JUAREZ_0274","ÁlvarezはBustamante政権閣僚への法的手続を始めた","draft","2026-06-21","2026-06-21","fact-card;hamnett;juarez;chapter2;alvarez","SRC_HAMNETT_1994_JUAREZ","Chapter 2, THE PROVINCIAL ORIGINS: JUÁREZ AND OAXACA","THE LIBERAL EXPERIMENT OF 1833-34","printed page 24-25","24-25","/page/24/mode/2up; Page 24 (39/323)","","スクリーンショット 2026-06-13 17.23.11.jpeg","confirmed","historical_fact","probable","1834年4月、Mexico CityでGuerreroの政治的後継者Álvarezが、Bustamante政権閣僚らに対する法的手続を開始した。","1834年4月、Mexico CityでGuerreroの政治的後継者Álvarezが、Bustamante政権閣僚らに対する法的手続を開始した。","Source note: ÁlvarezによるBustamante政権閣僚への法的手続。 Japanese note: Guerrero追悼と全国政治の接続。","Cautions: 手続の法的性格、対象者、文書を確認する。 Verification needed: yes","地方のGuerrero記憶とMexico Cityの法的報復が並行する構図に使える。","Juan Álvarez;Vicente Guerrero;Anastasio Bustamante","","Mexico City","","symbolic politics and Guerrero;Oaxaca provincial liberalism","","","Juárez","Brian R. Hamnett","ÁlvarezによるBustamante政権閣僚への法的手続。","Guerrero追悼と全国政治の接続。","手続の法的性格、対象者、文書を確認する。","yes","CAP_HAMNETT_JUAREZ_0015"
"FACT_HAMNETT_JUAREZ_0275","JuárezのInstituteとの結びつきは地方名望家との同盟を排除しなかった","draft","2026-06-21","2026-06-21","fact-card;hamnett;juarez;chapter2;patronage","SRC_HAMNETT_1994_JUAREZ","Chapter 2, THE PROVINCIAL ORIGINS: JUÁREZ AND OAXACA","THE LIBERAL EXPERIMENT OF 1833-34","printed page 24-25","24-25","/page/24/mode/2up; Page 24 (39/323)","","スクリーンショット 2026-06-13 17.23.11.jpeg","confirmed","author_interpretation","probable","Hamnettは、JuárezのInstituteとの強い関係が、地方名望家との政治的同盟を排除しなかったと整理する。","Hamnettは、JuárezのInstituteとの強い関係が、地方名望家との政治的同盟を排除しなかったと整理する。","Source note: Instituteと地方名望家同盟の両立。 Japanese note: 思想形成と庇護関係を分けないための解釈。","Cautions: Hamnettの政治社会史的整理として扱う。 Verification needed: yes","Juárezを純粋な思想青年ではなく、支援者を必要とする地方政治家として描ける。","Benito Juárez;Ramón Ramírez de Aguilar;López Ortigoza","","Oaxaca","Institute of Sciences and Arts of Oaxaca","Oaxaca provincial liberalism;Patron Client Politics;Clientelism","","","Juárez","Brian R. Hamnett","Instituteと地方名望家同盟の両立。","思想形成と庇護関係を分けないための解釈。","Hamnettの政治社会史的整理として扱う。","yes","CAP_HAMNETT_JUAREZ_0015"
"FACT_HAMNETT_JUAREZ_0276","JuárezはGuerreroからMorelos・Hidalgoへ続く象徴的系譜に接続された","draft","2026-06-21","2026-06-21","fact-card;hamnett;juarez;chapter2;symbolic-lineage","SRC_HAMNETT_1994_JUAREZ","Chapter 2, THE PROVINCIAL ORIGINS: JUÁREZ AND OAXACA","THE LIBERAL EXPERIMENT OF 1833-34","printed page 24-25","24-25","/page/24/mode/2up; Page 24 (39/323)","","スクリーンショット 2026-06-13 17.23.11.jpeg","confirmed","author_interpretation","probable","Hamnettは、JuárezとGuerreroの結びつきが、さらにMorelosとHidalgoへ続く象徴的連鎖をすでに確立していたと整理する。","Hamnettは、JuárezとGuerreroの結びつきが、さらにMorelosとHidalgoへ続く象徴的連鎖をすでに確立していたと整理する。","Source note: Guerrero、Morelos、Hidalgoへ続く象徴的系譜。 Japanese note: 後年の共和国正統性へ接続する前史。","Cautions: Juárez本人の自己理解として断定せず、Hamnettの解釈として扱う。 Verification needed: yes","Juárezを独立英雄の記憶に接続していく政治的演出として使える。","Benito Juárez;Vicente Guerrero;José María Morelos;Miguel Hidalgo","Guerrero rehabilitation campaign","Oaxaca;Cuilapan","Oaxaca state legislature","symbolic politics and Guerrero;Morelos revolutionary legacy;Juárez and Liberalism","","","Juárez","Brian R. Hamnett","Guerrero、Morelos、Hidalgoへ続く象徴的系譜。","後年の共和国正統性へ接続する前史。","Juárez本人の自己理解として断定せず、Hamnettの解釈として扱う。","yes","CAP_HAMNETT_JUAREZ_0015"
"FACT_HAMNETT_JUAREZ_0277","Álvarezは南部自由主義者の潜在的同盟者となり得た","draft","2026-06-21","2026-06-21","fact-card;hamnett;juarez;chapter2;southern-alliance","SRC_HAMNETT_1994_JUAREZ","Chapter 2, THE PROVINCIAL ORIGINS: JUÁREZ AND OAXACA","THE LIBERAL EXPERIMENT OF 1833-34","printed page 24-25","24-25","/page/24/mode/2up; Page 24 (39/323)","","スクリーンショット 2026-06-13 17.23.11.jpeg","confirmed","author_interpretation","probable","Hamnettは、中央政府の干渉を嫌うÁlvarezが、南部自由主義者の潜在的同盟者となり得たと整理する。","Hamnettは、中央政府の干渉を嫌うÁlvarezが、南部自由主義者の潜在的同盟者となり得たと整理する。","Source note: Álvarezと南部自由主義者の潜在的接続。 Japanese note: Oaxaca地方自由主義と南部権力者の連携可能性。","Cautions: 潜在的同盟というHamnettの解釈であり、具体協定として扱わない。 Verification needed: yes","南部地方権力、反中央政府感情、自由主義連携の導線になる。","Juan Álvarez;Benito Juárez","Guerrero rehabilitation campaign","Oaxaca","Liberal Party","Oaxaca provincial liberalism;Regionalism;Patron Client Politics","","","Juárez","Brian R. Hamnett","Álvarezと南部自由主義者の潜在的接続。","Oaxaca地方自由主義と南部権力者の連携可能性。","潜在的同盟というHamnettの解釈であり、具体協定として扱わない。","yes","CAP_HAMNETT_JUAREZ_0015"
"FACT_HAMNETT_JUAREZ_0278","Juárezは後年1833–34年をReformの第一歩と見なした","draft","2026-06-21","2026-06-21","fact-card;hamnett;juarez;chapter2;reform-memory","SRC_HAMNETT_1994_JUAREZ","Chapter 2, THE PROVINCIAL ORIGINS: JUÁREZ AND OAXACA","THE LIBERAL EXPERIMENT OF 1833-34","printed page 24-25","24-25","/page/24/mode/2up; Page 24 (39/323)","","スクリーンショット 2026-06-13 17.23.11.jpeg","confirmed","primary_testimony","probable","Hamnettによれば、Juárezは三十年後、1833–34年の出来事を、教会の社会的地位を弱めるReformの第一歩として振り返った。","Hamnettによれば、Juárezは三十年後、1833–34年の出来事を、教会の社会的地位を弱めるReformの第一歩として振り返った。","Source note: Juárez後年回想をHamnett経由で扱う箇所。 Japanese note: 原典未確認のためprimary_testimony + probable。","Cautions: Juárezの回想原典・発言時期・文脈を確認する。 Verification needed: yes","後年のReform観から若年期を回想する場面の補助線になる。","Benito Juárez;Valentín Gómez Farías","Liberal Experiment of 1833-34;Gómez Farías reforms","Oaxaca;Mexico","Catholic Church","Reform prehistory;Church and State;La Reforma","","","Juárez","Brian R. Hamnett","Juárez後年回想をHamnett経由で扱う箇所。","原典未確認のためprimary_testimony + probable。","Juárezの回想原典・発言時期・文脈を確認する。","yes","CAP_HAMNETT_JUAREZ_0015"
"FACT_HAMNETT_JUAREZ_0279","Hamnettは1830年代初頭を後年の自由派・保守派対立で単純化しない","draft","2026-06-21","2026-06-21","fact-card;hamnett;juarez;chapter2;political-fluidity","SRC_HAMNETT_1994_JUAREZ","Chapter 2, THE PROVINCIAL ORIGINS: JUÁREZ AND OAXACA","THE LIBERAL EXPERIMENT OF 1833-34","printed page 24-25","24-25","/page/24/mode/2up; Page 24 (39/323)","","スクリーンショット 2026-06-13 17.23.11.jpeg","confirmed","author_interpretation","confirmed","Hamnettは、1830年代初頭にはまだイデオロギー的境界は固定されておらず、1850年代末の不可和解な自由派・保守派対立をそのまま投影すべきでないとする。","Hamnettは、1830年代初頭にはまだイデオロギー的境界は固定されておらず、1850年代末の不可和解な自由派・保守派対立をそのまま投影すべきでないとする。","Source note: 後年の自由派・保守派対立の投影への警告。 Japanese note: 今回ページ全体の重要な史実整理上の留保。","Cautions: 1830年代の政治勢力を1850年代末の党派構図で固定しない。 Verification needed: no","人物が後年の陣営名だけでは動かない政治空間として描ける。","Benito Juárez;Antonio López de Santa Anna;Anastasio Bustamante;Mariano Paredes Arrillaga","Liberal Experiment of 1833-34","Mexico","Liberal Party;Conservative Party;Catholic Church","Liberal-Conservative fluidity;Patron Client Politics;Juárez and Liberalism","","","Juárez","Brian R. Hamnett","後年の自由派・保守派対立の投影への警告。","今回ページ全体の重要な史実整理上の留保。","1830年代の政治勢力を1850年代末の党派構図で固定しない。","no","CAP_HAMNETT_JUAREZ_0015"
