id,title,status,created,updated,tags,date_start,date_end,date_precision,calendar,evidence_category,confidence,summary,source_id,chapter,page,kindle_location,screenshot_file,people,events,places,organizations,themes,related_fact_cards,notes
TIME_MEXEMP_0102,1864年、Achille Bazaineはフランス元帥に任命される人物として紹介される,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1864,,year,Gregorian,historical_fact,probable,Achille Bazaineは1864年にフランス元帥に任命されることになる人物として紹介される。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 105/400,No.1455/7062,スクリーンショット 2026-05-31 13.07.32.png,Achille Bazaine,Bazaine marshal appointment,France;Mexico,French army,military career;French command,FACT_MEXEMP_0655;FACT_MEXEMP_0656;FACT_MEXEMP_0657,Creative use: Bazaineの軍内評価と出世を示す背景情報。 Verification needed: yes. 元帥任命の正式日付と任命文書は別資料で確認する。
TIME_MEXEMP_0103,1863年6月12日、Foreyは内戦終結と穏健派統合を呼びかけた,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1863-06-12,,day,Gregorian,primary_testimony,probable,ForeyはNapoleon IIIの意向のもと、メキシコ人に内戦を終え、各派の穏健派が団結するよう呼びかける宣言を出した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 108/400,No.1497/7062,スクリーンショット 2026-05-31 13.07.36.png,Élie Frédéric Forey;Napoleon III,"Forey proclamation of June 12, 1863",Mexico,French Army;French Empire,宣言;穏健派統合;占領行政,FACT_MEXEMP_0674;FACT_MEXEMP_0675,Creative use: フランス側が掲げた公式建前として使える。 Verification needed: yes. 宣言全文と発布状況は原典確認が必要。
TIME_MEXEMP_0104,1863年10月1日〜1864年3月10日、BazaineはAlmonteへ194通の書簡を送った,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1863-10-01,1864-03-10,range,Gregorian,historical_fact,probable,Bazaineはこの期間にJuan Nepomuceno Almonteへ194通の書簡を送り、名目上は助言として行政統制を行ったとされる。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 108/400,No.1497/7062,スクリーンショット 2026-05-31 13.07.36.png,Achille Bazaine;Juan Nepomuceno Almonte,French occupation administration,Mexico,French Army;Regency Council,書簡;軍政;摂政政治,FACT_MEXEMP_0666;FACT_MEXEMP_0668,Creative use: 実質支配が書簡行政として行われる描写に使える。 Verification needed: yes. 書簡の保存先・日付範囲・内容は原典確認が必要。
TIME_MEXEMP_0105,1863年10月4日、Foreyは退去した,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1863-10-04,,day,Gregorian,historical_fact,probable,Foreyは1863年10月4日に退去し、Bazaineが自身の方針を実行しやすい状況が生まれた。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 108/400,No.1497/7062,スクリーンショット 2026-05-31 13.07.36.png,Élie Frédéric Forey;Achille Bazaine,Forey departure;French intervention in Mexico,Mexico,French Army,指揮官交代;占領行政,FACT_MEXEMP_0661;FACT_MEXEMP_0660,Creative use: Forey期からBazaine期への転換点。 Verification needed: yes. 退去の具体的意味はMexico City退去か帰国かを確認する。
TIME_MEXEMP_0106,1863年10月、BazaineとLabastidaは教会財産問題で対立した,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1863-10,,month,Gregorian,primary_testimony,probable,BazaineとLabastidaは初会合で教会財産売却問題をめぐって対立した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 108/400,No.1497/7062,スクリーンショット 2026-05-31 13.07.36.png,Achille Bazaine;Pelagio Antonio de Labastida y Dávalos,Bazaine-Labastida meeting,Mexico,French Army;Catholic Church;Regency Council,教会財産;政教対立;占領政策,FACT_MEXEMP_0679;FACT_MEXEMP_0680;FACT_MEXEMP_0681,Creative use: 帝政支持陣営内部の対立を示す会合。 Verification needed: yes. 会合記録・報告書・発言出典の確認が必要。
TIME_MEXEMP_0107,1863年12月、Salignyはメキシコの富裕家門と結婚したとされる,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1863-12,,month,Gregorian,historical_fact,probable,Salignyは再任命後も現地に留まり、1863年12月にメキシコの富裕家門との結婚を行ったとされる。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 108/400,No.1497/7062,スクリーンショット 2026-05-31 13.07.36.png,Dubois de Saligny;Pelagio Antonio de Labastida y Dávalos,Saligny marriage,Mexico,French diplomatic service;Catholic Church,外交官;婚姻;利権,FACT_MEXEMP_0663;FACT_MEXEMP_0664,Creative use: 外交官の私益化・現地保守派との結合を示す場面。 Verification needed: yes. 結婚相手、婚姻の政治的意味、帰国時期は別資料で確認する。
TIME_MEXEMP_0108,1863年11月17日、LabastidaがRegency Councilから排除された,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1863-11-17,,day,Gregorian,historical_fact,probable,BazaineはAlmonteとSalasに、LabastidaがRegency Councilの一員ではないとする布告を出させ、Labastidaは抗議したが退いた。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 111/400,No.1537/7062,スクリーンショット 2026-05-31 13.07.43.png,Achille Bazaine;Juan Nepomuceno Almonte;Mariano Salas;Pelagio Antonio de Labastida y Dávalos,Removal of Labastida from the Regency Council,Mexico,Regency Council;French Army;Catholic Church,church property;occupation administration;regency politics,FACT_MEXEMP_0688;FACT_MEXEMP_0689;FACT_MEXEMP_0690,Creative use: Maximilian到着前の政策枠組みをフランス軍が先取りする場面に使える。 Verification needed: yes. Labastida排除を命じた文書と、Almonte・Salasの関与の自発性を確認する必要がある。
TIME_MEXEMP_0109,1863年10月、Bazaineの北方作戦が始まった,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1863-10,,month,Gregorian,historical_fact,probable,Forey退去後、Bazaineの北方作戦が実行に移され、二列のフランス軍がMexico Cityから北上した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 111/400,No.1537/7062,スクリーンショット 2026-05-31 13.07.43.png,Élie Frédéric Forey;Achille Bazaine;Benito Juárez,Bazaine's offensive against Juárez,Mexico City;San Luis Potosí,French Army;Juárez government,military advance;occupation;republican resistance,FACT_MEXEMP_0698;FACT_MEXEMP_0699;FACT_MEXEMP_0700,Creative use: Bazaine期の軍事的拡張とJuárez政府への圧力を示す年表項目に使える。 Verification needed: yes. 作戦命令、開始日、二列の編成、MárquezとMejíaの配置関係を確認する必要がある。
TIME_MEXEMP_0110,1861年、Mejíaが山岳地帯で抵抗を続けたとされる,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1861,,year,Gregorian,historical_fact,uncertain,JuárezがMexico Cityを取った後、Tomás Mejíaは降伏せず、山岳地帯で保守派抵抗を続けたとされる。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 111/400,No.1537/7062,スクリーンショット 2026-05-31 13.07.43.png,Benito Juárez;Tomás Mejía,Mejía's resistance after Juárez took Mexico City,Mexico City;Sierra Gorda,Juárez government;Mexican conservative forces,civil war;conservative resistance;regional loyalty,FACT_MEXEMP_0705;FACT_MEXEMP_0706,Creative use: Mejíaの地域的忠誠と山地抵抗を示す背景年表として使える。 Verification needed: yes. Mejíaの兵数、活動範囲、政府軍撃退の一次資料確認が必要。
TIME_MEXEMP_0111,1863年11月、MejíaがQuerétaroを占領した,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1863-11,,month,Gregorian,historical_fact,probable,Tomás MejíaはQuerétaroを占領し、同地ではFranco-Mexican armyが解放者として歓迎されたとされる。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 111/400,No.1537/7062,スクリーンショット 2026-05-31 13.07.43.png,Tomás Mejía,Mejía's occupation of Querétaro,Querétaro;Mexico City,Franco-Mexican army;Mexican conservative forces,military advance;conservative support;religious reception,FACT_MEXEMP_0709;FACT_MEXEMP_0710,Creative use: 帝政支持が局地的に存在したことと、保守派地域の宗教的歓迎を示す場面に使える。 Verification needed: yes. 占領日、歓迎描写の出典、誇張可能性を確認する必要がある。
TIME_MEXEMP_0112,1863年10月、Regency支配範囲は限定的だった,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1863-10,,month,Gregorian,author_interpretation,probable,1863年10月時点で、Regencyの支配はVeracruzからMexico Cityまでの回廊と首都周辺に限られ、Maximilian選出承認の投票・請願は困難な状況にあった。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 111/400,No.1537/7062,スクリーンショット 2026-05-31 13.07.43.png,Achille Bazaine;Maximilian;Benito Juárez,Ratification campaign for Maximilian's election,Veracruz;Mexico City,Regency Council;French Army;Juárez government,imperial legitimacy;plebiscite;occupation limits,FACT_MEXEMP_0693;FACT_MEXEMP_0694;FACT_MEXEMP_0695;FACT_MEXEMP_0696;FACT_MEXEMP_0697,Creative use: 「国民に選ばれた皇帝」という建前と占領下請願の現実を対比する年表項目に使える。 Verification needed: yes. 支配範囲、請願・投票の実施範囲、集計方法は原典と別資料で確認する必要がある。
TIME_MEXEMP_0113,1863年7月、Miramónがメキシコへ戻った,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1863-07,,month,Gregorian,historical_fact,probable,Miguel Miramónはメキシコへ戻り、帝国へ忠誠を誓い、現地兵部隊を率いるよう説得されたとされる。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 113/400ページ,No.1580/7062,スクリーンショット 2026-05-31 13.07.47.png,Miguel Miramón,Miramón return to Mexico,Mexico,Second Mexican Empire;Mexican conservative forces,保守派軍人;帝政参加;現地兵,FACT_MEXEMP_0720;FACT_MEXEMP_0721,Creative use: 保守派大物の帝政合流として使える。 Verification needed: yes. 帰国・忠誠・部隊指揮の一次資料確認が必要。
TIME_MEXEMP_0114,1863年12月17日、UragaがMoreliaを攻撃した,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1863-12-17,,day,Gregorian,historical_fact,probable,José López Uragaは約1万2千人を率い、Márquezの守るMoreliaを攻撃した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 113/400ページ,No.1580/7062,スクリーンショット 2026-05-31 13.07.47.png,José López Uraga;Leonardo Márquez,Battle of Morelia,Morelia;Michoacán,republican forces;Mexican conservative forces,市街戦;帝政派対共和派;地方支配,FACT_MEXEMP_0726;FACT_MEXEMP_0727;FACT_MEXEMP_0728;FACT_MEXEMP_0729;FACT_MEXEMP_0730;FACT_MEXEMP_0731;FACT_MEXEMP_0732,Creative use: Moreliaをめぐる大規模市街戦として使える。 Verification needed: yes. 兵力数・損害数・戦闘経過は要検証。
TIME_MEXEMP_0115,1863年12月、MejíaがSan Luis Potosíへ進軍しJuárezがCoahuilaへ退いた,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1863-12,,approximate,Gregorian,historical_fact,probable,Morelia戦の数日後、Tomás MejíaはSan Luis Potosíへ進軍し、JuárezはCoahuilaへ退却した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 113/400ページ,No.1580/7062,スクリーンショット 2026-05-31 13.07.47.png,Tomás Mejía;Benito Juárez,Mejía advance on San Luis Potosí;Juárez retreat to Coahuila,San Luis Potosí;Coahuila,Mexican conservative forces;Juárez government,共和派政府移動;北方退却;帝政派攻勢,FACT_MEXEMP_0733;FACT_MEXEMP_0734,Creative use: Juárez政府が北へ追われる連続的危機として使える。 Verification needed: yes. San Luis Potosí退去とCoahuila退却の正確な日付確認が必要。
TIME_MEXEMP_0116,1863年12月末、匿名聖職者書簡がMexico Cityで配布された,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1863-12,,end_of_month,Gregorian,primary_testimony,probable,Mexico Cityで、摂政府を非難し教会財産返還を迫る匿名聖職者の書簡が配布された。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 113/400ページ,No.1580/7062,スクリーンショット 2026-05-31 13.07.47.png,Archbishop Labastida;unnamed clergymen,anonymous clerical letter in Mexico City,Mexico City,Catholic clergy;Regency Council,教会財産;反摂政府運動;破門,FACT_MEXEMP_0738,Creative use: 首都で密かに反政府文書が拡散する場面として使える。 Verification needed: yes. 書簡原典、配布者、Labastidaの直接関与は要確認。
TIME_MEXEMP_0117,1864年1月20日、Juárezが辞任要求を拒んだ,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1864-01-20,,day,Gregorian,primary_testimony,probable,Juárezは批判者に対し、国民から託された地位を選挙または敵の排除以外では放棄しないと反論した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 113/400ページ,No.1580/7062,スクリーンショット 2026-05-31 13.07.47.png,Benito Juárez,Juárez response to resignation pressure,Mexico,Juárez government,共和派正統性;抵抗継続;政治的危機,FACT_MEXEMP_0736,Creative use: Juárezの不退転の政治姿勢を示す書簡場面に使える。 Verification needed: yes. 書簡原文、宛先、引用範囲の確認が必要。
TIME_MEXEMP_0118,1863年12月、Juárez側で離反や辞任要求が生じた,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1863-12,,month,Gregorian,historical_fact,probable,Morelia戦とSan Luis Potosíへの圧迫により、Juárez側では離反や辞任要求が生じたとされる。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 113/400ページ,No.1580/7062,スクリーンショット 2026-05-31 13.07.47.png,Benito Juárez;José López Uraga;Leonardo Márquez;Tomás Mejía,Juárez political crisis,Morelia;San Luis Potosí;Coahuila,Juárez government;liberal forces;Mexican conservative forces,士気低下;辞任要求;共和派内部不安,FACT_MEXEMP_0735,Creative use: Juárez陣営内部の動揺として使える。 Verification needed: yes. 離反者・辞任要求の具体資料を確認する必要がある。
TIME_MEXEMP_0119,1864年1月16日、NeigreがLabastidaへ警告書簡を送った,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1864-01-16,,day,Gregorian,primary_testimony,probable,Neigreは、匿名聖職者書簡をめぐりLabastidaを疑い、彼へ警告書簡を送ったとされる。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 116/400ページ,No.1619/7062,スクリーンショット 2026-05-31 13.07.51.png,Charles Louis Camille Neigre;Pelagio Antonio de Labastida y Dávalos,Labastida-Neigre confrontation,Mexico City,French army;Catholic Church,church-state conflict;occupation administration,FACT_MEXEMP_0739;FACT_MEXEMP_0740,Creative use: NeigreとLabastidaの対立開始点として使える。 Verification needed: yes. Neigre書簡の原文・宛先・保存先を確認する必要がある。
TIME_MEXEMP_0120,1864年1月、MaximilianがNapoleon IIIへ帝政支持への期待を書いた,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1864-01,,month,Gregorian,primary_testimony,probable,MaximilianはNapoleon IIIに対し、フランス軍の前進によってメキシコ国民の多数がまもなく帝政支持を表明するだろうと書いた。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 116/400ページ,No.1619/7062,スクリーンショット 2026-05-31 13.07.51.png,Maximilian;Napoleon III,Maximilian correspondence with Napoleon III,Europe;Mexico,French army,imperial legitimacy;plebiscite;military occupation,FACT_MEXEMP_0748,Creative use: 占領軍前進と民意期待を結びつけるMaximilianの判断として使える。 Verification needed: yes. 書簡原文と支持表明の自由性・代表性を確認する必要がある。
TIME_MEXEMP_0121,1864年1月末、Maximilianが料理人・馬丁・建築家を秘密裏にメキシコへ送った,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1864-01,,month_late,Gregorian,historical_fact,probable,Maximilianは1864年1月末頃、料理人、馬丁、建築家を秘密裏にメキシコへ送った。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 116/400ページ,No.1619/7062,スクリーンショット 2026-05-31 13.07.51.png,Maximilian,Maximilian’s preparation for Mexico,Mexico;Europe,Maximilian’s household,imperial household;court preparation,FACT_MEXEMP_0750,Creative use: 帝国到着前の宮廷準備の密かな動きとして使える。 Verification needed: yes. 各人物名、出発日、任務内容を確認する必要がある。
TIME_MEXEMP_0122,1864年2月、Almonteが食卓用具購入の必要をMaximilianへ伝えた,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1864-02,,month,Gregorian,primary_testimony,probable,AlmonteはMaximilianに対し、四十人分の新しい食卓用具を購入する必要があると伝えた。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 116/400ページ,No.1619/7062,スクリーンショット 2026-05-31 13.07.51.png,Juan Nepomuceno Almonte;Maximilian,preparation of imperial household,Mexico;Europe,Maximilian’s household,imperial court;material culture;logistics,FACT_MEXEMP_0752,Creative use: 宮廷儀礼と物資準備の細部として使える。 Verification needed: yes. Almonteの報告原文と食器類の所在を確認する必要がある。
TIME_MEXEMP_0123,1864年3月5日、MaximilianとCarlotaがParisへ到着した,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1864-03-05,,day,Gregorian,historical_fact,probable,MaximilianとCarlotaはParisに到着し、Napoleon IIIとEugénieの歓迎を受けた。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 116/400ページ,No.1619/7062,スクリーンショット 2026-05-31 13.07.51.png,Maximilian;Carlota;Napoleon III;Eugénie,Paris visit of Maximilian and Carlota,Paris;France,French court,diplomacy;imperial recognition;Treaty of Miramar negotiations,FACT_MEXEMP_0754;FACT_MEXEMP_0755;FACT_MEXEMP_0756,Creative use: Paris宮廷の歓迎と条約交渉の重圧を重ねる場面に使える。 Verification needed: yes. 歓迎の詳細、宮廷記録、新聞報道、交渉日程を確認する必要がある。
TIME_MEXEMP_0124,1864年3月18日、Napoleon IIIがMaximilianへ支援継続を保証した,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1864-03-18,,day,Gregorian,primary_testimony,probable,Napoleon III は Maximilian に書簡を送り、フランスの支援は失われないと保証した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 119/400ページ,No.1657/7062,スクリーンショット 2026-05-31 13.07.54.png,Napoleon III;Maximilian,Treaty of Miramar negotiations,France;Mexico,French Empire;Mexican Empire,French support;diplomatic assurance,FACT_MEXEMP_0763,Creative use: Napoleon IIIがMaximilianを安心させようとする場面に使える。 Verification needed: yes. Napoleon IIIの1864年3月18日書簡原文・保存先確認が必要。
TIME_MEXEMP_0125,1864年3月、MaximilianとCarlotaがEnglandを訪問した,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1864-03,,month,Gregorian,historical_fact,probable,Paris 滞在後、Maximilian と Carlota は England を訪れ、Leopold I と Queen Victoria に会った。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 119/400ページ,No.1657/7062,スクリーンショット 2026-05-31 13.07.54.png,Maximilian;Carlota;Leopold I;Queen Victoria;Marie Amélie,Maximilian and Carlota’s England visit,Paris;England,British monarchy;Belgian monarchy;House of Habsburg,European skepticism;royal networks,FACT_MEXEMP_0764;FACT_MEXEMP_0765;FACT_MEXEMP_0766;FACT_MEXEMP_0767,Creative use: 欧州王室からの懐疑を示す場面に使える。 Verification needed: yes. 訪問日程、Queen Victoria日記、Marie Amélie発言原典の確認が必要。
TIME_MEXEMP_0126,1864年3月、RechbergがMaximilianに継承権放棄署名を求めた,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1864-03,,month,Gregorian,historical_fact,probable,Vienna で Rechberg は Maximilian にハプスブルク継承権放棄文書への署名を求めたが、Maximilian は拒否した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 119/400ページ,No.1657/7062,スクリーンショット 2026-05-31 13.07.54.png,Maximilian;Johann Bernhard von Rechberg;Franz Joseph;Carlota,Habsburg succession renunciation dispute,Vienna,Austrian Foreign Ministry;House of Habsburg,dynastic succession;imperial acceptance crisis,FACT_MEXEMP_0768;FACT_MEXEMP_0770;FACT_MEXEMP_0772;FACT_MEXEMP_0773;FACT_MEXEMP_0774;FACT_MEXEMP_0775,Creative use: 華やかな祝宴の翌日に政治的圧力が来る対比に使える。 Verification needed: yes. 署名文書の正式名称、書簡原文、法的効力の確認が必要。
TIME_MEXEMP_0127,1864年3月28日未明、MetternichがEugénieの書簡を受け取った,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1864-03-28,,day,Gregorian,historical_fact,probable,3月28日未明、Metternich は Napoleon III の側近に起こされ、Eugénie からの書簡を受け取った。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 119/400ページ,No.1657/7062,スクリーンショット 2026-05-31 13.07.54.png,Richard Metternich;Eugénie;Napoleon III,Napoleon III intervention of March 1864,Paris,French Empire;Austrian diplomatic service,crisis diplomacy;imperial correspondence,FACT_MEXEMP_0780;FACT_MEXEMP_0781,Creative use: 深夜の緊急連絡として緊迫感を出せる。 Verification needed: yes. Metternichの行動記録とEugénie書簡原文の確認が必要。
TIME_MEXEMP_0128,1864年3月28日朝、MetternichがTuileriesでNapoleon III夫妻に会った,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1864-03-28,,day,Gregorian,historical_fact,probable,同日朝、Metternich は Tuileries に向かい、Napoleon III と Eugénie に会って Maximilian の継承権問題を協議した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 119/400ページ,No.1657/7062,スクリーンショット 2026-05-31 13.07.54.png,Richard Metternich;Napoleon III;Eugénie;Maximilian,Napoleon III intervention of March 1864;Habsburg succession renunciation dispute,Tuileries;Paris,French Empire;Austrian diplomatic service;House of Habsburg,Franco-Austrian relations;crisis diplomacy,FACT_MEXEMP_0782;FACT_MEXEMP_0783;FACT_MEXEMP_0784;FACT_MEXEMP_0785,Creative use: 家族問題が外交危機化する場面に使える。 Verification needed: yes. Tuileries会談記録とMetternich側報告の一次確認が必要。
TIME_MEXEMP_0129,1864年3月28日、Napoleon IIIがMaximilianへ書簡と電報を送った,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1864-03-28,,day,Gregorian,primary_testimony,probable,Napoleon III は Maximilian の即時決断を避けさせるため、Maximilian へ書簡と電報を送った。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 119/400ページ,No.1657/7062,スクリーンショット 2026-05-31 13.07.54.png,Napoleon III;Maximilian,Napoleon III intervention of March 1864;Mexican crown acceptance crisis,Paris;Miramar,French Empire;Mexican Empire;House of Habsburg,diplomatic pressure;imperial acceptance,FACT_MEXEMP_0786,Creative use: 次画像へ続く緊迫した電報場面として使える。 Verification needed: yes. 電報全文は次画像で接続確認が必要。
TIME_MEXEMP_0130,1864年3月28日、Napoleon IIIがMaximilianの即時辞退を止めた,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1864-03-28,,day,Gregorian,primary_testimony,probable,Napoleon IIIはMaximilianの即時辞退を止めるため、書簡・電報・Frossard派遣によって翻意を迫り、Maximilianはメキシコ代表団との接見を延期した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 122/400ページ,No.1701/7062,スクリーンショット 2026-05-31 13.07.58.png,Napoleon III;Maximilian;General Charles de Frossard;Mexican deputation,Mexican crown crisis,Paris;Miramar,French Empire;Mexican deputation,diplomatic pressure;honour;imperial commitment,FACT_MEXEMP_0787;FACT_MEXEMP_0788;FACT_MEXEMP_0790;FACT_MEXEMP_0791,Creative use: 王冠辞退直前に電報で流れが止まる場面として使える。 Verification needed: yes.
TIME_MEXEMP_0131,1864年3月30日、FrossardがMiramarに到着した,draft,2026-06-02,2026-06-02,timeline;chapter2;mexemp;shawcross,1864-03-30,,inferred_day,Gregorian,historical_fact,probable,Napoleon IIIの電報から二日後、General Charles de FrossardがMiramarへ到着し、Napoleon IIIの書簡をMaximilianに手渡した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 4 THE MEXICAN CROWN,Kindle PC 122/400ページ,No.1701/7062,スクリーンショット 2026-05-31 13.07.58.png,General Charles de Frossard;Napoleon III;Maximilian;Carlota,Miramar crisis,Miramar;Paris,French Empire,messenger;diplomatic pressure;honour,FACT_MEXEMP_0792,Creative use: 使者到着による局面転換として使える。 Verification needed: yes.
